RAT MESENTERY 913 segments

    segment_name  node_from     node_to    segment_diameter
	377	82	714	6
	378	82	715	11
	379	78	712	6
	380	77	708	6
	381	76	705	6.5
	382	75	709	10
	383	87	658	11.5
	384	87	660	11
	385	86	661	10.5
	386	90	661	9
	387	91	662	10
	388	91	879	11
	389	97	879	10
	390	97	878	15
	391	96	869	15
	392	95	868	20
	393	94	865	6.5
	394	93	873	23
	395	101	873	10
	396	93	670	20
	397	101	864	6.5
	398	104	864	7
	399	106	863	14
	400	106	859	6.5
	401	105	861	9.5
	402	103	675	7
	403	102	675	7
	404	99	671	7
	405	99	672	6.5
	406	107	698	7
	407	111	706	9
	408	112	762	6
	409	110	756	7
	410	110	756	10
	411	113	710	17
	412	114	710	11
	413	115	738	10
	414	115	737	10.5
	415	117	752	15
	416	118	766	12
	417	122	754	10
	418	129	754	10
	419	132	753	7.5
	420	132	751	12.5
	421	131	747	11.5
	422	131	748	12
	423	126	749	9.5
	424	128	749	10
	425	128	679	10
	426	127	680	7
	427	124	680	9
	428	124	685	10
	429	121	685	7
	430	138	684	10.5
	431	144	683	11.5
	432	143	693	7
	433	145	682	7.5
	434	146	677	15
	435	146	677	9.5
	436	142	694	9
	437	142	695	7
	438	148	695	15
	439	149	692	13
	440	149	985	12
	441	147	795	9
	442	151	795	7
	443	151	794	10
	444	152	792	8.5
	445	152	794	11
	446	137	789	8.5
	447	137	790	9
	448	135	791	7
	449	133	791	7
	450	134	781	9
	451	134	785	10
	452	159	766	13
	453	159	776	8
	454	158	765	10
	455	157	774	11
	456	156	773	8
	457	155	771	9.5
	458	155	772	7
	459	161	758	12.5
	460	162	760	7
	461	163	760	6
	462	164	763	7
	463	166	802	6
	464	165	763	10
	465	165	762	7
	466	169	802	7
	467	174	738	9.5
	468	174	741	8
	469	180	740	7
	470	181	739	11
	471	182	743	6.5
	472	182	744	9
	473	192	744	9
	474	190	734	23
	475	191	729	20
	476	191	730	10
	477	189	984	11
	478	188	983	10
	479	187	982	11
	480	186	835	10
	481	186	981	12
	482	178	835	13
	483	177	825	10
	484	177	825	10
	485	170	826	9
	486	171	826	11
	487	172	823	11
	488	172	823	9
	489	176	742	9
	490	173	742	10
	491	194	780	12
	492	194	780	8.5
	493	197	778	13
	494	200	796	11
	495	200	769	10
	496	197	797	12
	497	205	798	10
	498	206	770	8
	499	206	770	7
	500	208	772	10
	501	208	800	7
	502	209	801	7
	503	203	806	6
	504	202	980	7
	505	211	803	6
	506	215	804	6
	507	213	979	10
	508	214	839	8
	509	214	839	7
	510	198	978	9
	511	237	838	10
	512	238	977	10.5
	513	239	976	12
	514	210	808	9
	515	210	810	9
	516	228	811	11
	517	229	811	10
	518	231	809	7
	519	231	814	7
	520	230	814	7
	521	226	815	10
	522	227	816	8.5
	523	227	818	8
	524	219	818	10
	525	217	843	7
	526	221	843	11
	527	221	847	8
	528	224	847	10
	529	224	848	12
	530	223	848	7
	531	223	849	7
	532	232	820	9
	533	234	830	10
	534	235	829	10.5
	535	235	830	10
	536	954	779	10
	537	241	784	7
	538	243	785	10
	539	243	786	9.5
	540	244	786	10
	541	245	788	13
	542	246	975	13
	543	298	726	7
	544	301	726	8.5
	545	302	725	9
	546	303	732	8
	547	303	732	11
	548	297	727	8
	549	297	727	8
	550	287	723	12
	551	287	721	8
	552	288	721	9.5
	553	288	895	10
	554	286	894	12
	555	293	974	10
	556	294	806	9
	557	294	973	9.5
	558	291	972	10
	559	290	892	11.5
	560	292	891	8.5
	561	249	689	12
	562	250	689	8
	563	251	676	19
	564	251	861	11.5
	565	253	855	8
	566	252	855	11
	567	253	860	8
	568	254	853	10
	569	256	853	8.5
	570	256	866	9.5
	571	255	867	11
	572	953	867	13
	573	953	871	10
	574	257	871	14
	575	257	872	10
	576	258	872	9
	577	258	877	8.5
	580	260	613	9.5
	581	261	614	10
	582	261	617	13
	583	262	619	7
	584	266	619	7
	585	268	618	10
	586	269	618	10
	587	267	652	9
	588	270	651	10
	589	270	649	9.5
	590	264	657	7
	591	264	656	10
	592	272	657	7.5
	593	271	654	15
	594	283	886	8.5
	595	283	885	11.5
	596	273	886	8.5
	597	274	881	12
	598	275	882	10
	599	282	969	9
	600	282	968	9
	601	280	874	10
	602	278	875	6.5
	603	278	876	10.5
	604	279	663	7
	605	279	663	13
	606	281	884	10
	607	967	820	9
	608	965	849	11
	609	964	828	9.5
	610	963	832	14
	611	611	962	65
	612	612	611	21
	613	613	611	65
	614	614	613	65
	615	615	614	65
	616	616	913	12
	617	617	616	12
	618	618	616	10
	619	619	617	10
	620	620	615	30
	621	621	620	14
	622	622	621	11
	623	623	620	28
	624	624	623	28
	625	625	624	25
	626	626	625	13
	627	627	625	26.5
	628	628	627	26.5
	629	629	628	26.5
	630	630	629	28
	631	631	630	22.5
	632	632	631	18
	633	633	632	12
	634	634	633	12
	635	635	634	7
	636	636	631	16.5
	637	637	636	14.5
	638	638	630	20
	639	639	638	9.5
	640	640	638	18
	641	641	640	19
	642	642	641	17
	643	643	642	17
	644	644	643	16
	645	645	644	17
	646	646	645	14
	647	647	913	65
	648	648	647	30
	649	649	648	30
	650	650	648	15
	651	651	649	30
	652	652	651	30
	653	653	652	30
	654	654	653	18
	655	655	653	27
	656	656	654	15
	657	657	656	9.5
	658	658	655	14
	659	659	655	22.5
	660	660	659	17
	661	661	660	13
	662	662	659	17
	663	663	662	17
	664	664	647	65
	665	665	664	66
	666	666	665	68
	667	667	665	9
	668	668	667	15
	669	669	668	15
	670	670	666	37
	671	671	670	32
	672	672	671	32
	673	673	672	33
	674	674	673	22
	675	675	674	11.5
	676	676	674	22
	677	677	676	16
	678	678	673	30
	679	679	678	13
	680	680	679	12
	681	681	678	27
	682	682	681	27
	683	683	681	17
	684	684	683	15
	685	685	684	12
	686	686	682	24
	687	687	686	22
	688	688	686	13
	689	689	688	13
	690	690	688	11
	691	691	692	11.5
	692	692	687	13
	693	693	687	18
	694	694	693	18
	695	695	694	19
	696	696	666	66
	697	697	696	38
	698	698	697	38
	699	699	697	18
	700	700	699	20
	701	701	700	12.5
	702	702	700	17
	703	703	702	10
	704	704	702	15
	705	705	698	38
	706	706	705	38
	707	707	706	38
	708	708	707	40
	709	709	707	20
	710	710	709	20
	711	711	708	40
	712	712	711	27
	713	713	712	27
	714	714	713	18
	715	715	714	18
	716	716	715	17.5
	717	717	711	43
	718	718	717	30
	719	719	718	13.5
	720	720	719	10
	721	721	720	10
	722	722	718	30
	723	723	722	17
	724	724	723	14.5
	725	725	724	12
	726	726	725	9.5
	727	727	724	11.5
	728	728	722	27
	729	729	728	26
	730	730	729	16
	731	731	728	21
	732	732	731	12
	733	733	731	18
	734	734	717	33
	735	735	734	26
	736	736	735	18
	737	737	735	12
	738	738	737	7
	739	739	736	17
	740	740	739	11
	741	741	740	11
	742	742	741	11
	743	743	736	13
	744	744	743	12.5
	746	746	696	59
	747	747	746	20
	748	748	747	19
	749	749	748	11
	750	750	746	58
	751	751	750	22
	752	752	751	20
	753	753	752	15
	754	754	753	15
	755	755	750	56
	756	756	755	11
	757	757	755	54
	758	758	757	20
	759	759	758	20
	760	760	759	9
	761	761	759	15
	762	762	761	11
	763	763	761	10
	764	764	757	53
	765	765	764	17
	766	766	765	17
	767	767	764	50
	768	768	767	18
	769	769	768	15
	770	770	769	10
	771	771	768	15
	772	772	771	13
	773	773	767	52
	774	774	773	54
	775	775	774	54
	776	776	775	25
	777	777	776	25
	778	778	777	11
	779	779	778	12
	780	780	779	13
	781	781	777	25
	782	782	781	25
	783	783	782	24
	784	784	782	12
	785	785	784	10
	786	786	783	18
	787	787	783	23
	788	788	787	21
	789	789	787	12
	790	790	789	10
	791	791	790	9
	792	792	788	21
	793	793	792	15
	794	794	793	15
	795	795	793	10
	796	796	775	52
	797	797	796	46
	798	798	797	46
	799	799	798	42
	800	800	799	14
	801	801	800	12
	802	802	801	11
	803	803	799	42
	804	804	803	41
	805	805	804	42
	806	806	805	8
	807	807	805	42
	808	808	807	15
	809	809	808	15
	810	810	809	15
	811	811	810	12.5
	812	812	807	42
	813	813	812	35
	814	814	813	9
	815	815	813	33
	816	816	815	34
	817	817	816	34
	818	818	817	10
	819	819	817	32
	820	820	819	11
	821	821	819	29
	822	822	821	20
	823	823	822	15
	824	824	822	15
	825	825	824	12
	826	826	824	12
	827	827	821	28
	828	828	827	10
	829	829	828	12.5
	830	830	829	12
	831	831	827	28
	832	832	831	27.5
	833	833	832	28
	834	834	831	17
	835	835	834	14
	836	836	834	13
	837	837	812	31
	838	838	837	16
	839	839	838	11
	840	840	837	34
	841	841	840	29
	842	842	840	30
	843	843	842	13
	844	844	842	30
	845	845	844	30
	846	846	844	12
	847	847	846	10
	848	848	846	11
	849	849	845	12
	850	850	845	29
	851	851	961	14.5
	852	852	851	12
	853	853	851	10
	854	854	960	28
	855	855	854	16.5
	856	856	854	32
	857	857	856	23
	858	858	856	28
	859	859	857	10
	860	860	859	9
	861	861	860	9
	862	862	857	24
	863	863	862	19
	864	864	863	10
	865	865	862	24
	866	866	858	20
	867	867	866	18.5
	868	868	858	32
	869	869	868	18
	870	870	869	18
	871	871	870	13.5
	872	872	870	11
	873	873	865	23
	874	874	959	28
	875	875	874	26
	876	876	875	26
	877	877	876	21
	878	878	877	21
	879	879	878	15
	880	880	958	22.5
	881	881	880	15
	882	882	880	20
	883	883	881	15
	884	884	882	16
	885	885	884	15
	886	886	885	11
	887	887	957	16
	888	888	887	15
	889	889	956	32
	890	890	889	27
	891	891	889	23.5
	892	892	891	23
	893	893	892	19
	894	894	893	12
	895	895	896	11
	896	896	894	11
	897	897	890	12.5
	898	898	890	23
	899	899	898	20
	900	900	899	16.5
	901	901	898	16
	902	902	901	15
	903	903	955	28
	904	904	903	15.5
	905	905	904	13
	906	906	905	12
	907	907	903	21
	908	908	907	17.5
	909	909	908	9.5
	910	910	908	10
	911	911	907	19
	912	912	911	14
	913	913	615	65
	916	292	916	16
	917	917	730	18
	952	914	952	20
	953	915	953	15
				
   boundary_nodes				
	999			
	998			
	997			
	996			
	995			
	994			
	993			
	991			
	990			
	989			
	988			
	987			
	986			
	985			
	984			
	983			
	982			
	981			
	980			
	979			
	978			
	977			
	976			
	975			
	974			
	973			
	972			
	969			
	968			
	967			
	965			
	964			
	963			
	962			
	961			
	960			
	959			
	958			
	957			
	956			
	955			
	954			
	914			
	915			
	916			
	917			
	36			
	37			
	185			
	236			
	240			
	247			
	295			
	300			
	612			
	690			
	691			
	733			
	833			
	836			
	841			
	850			
	852			
	883			
	912			
