RAT MESENTERY 913 segments

    segment_name  node_from     node_to    segment_diameter
	1	999	1	35
	2	1	2	20
	3	2	3	20
	4	3	4	20
	5	4	5	9.5
	6	4	6	22
	7	6	7	10
	8	6	8	20.5
	9	8	9	7
	10	8	10	21.5
	11	9	11	6
	12	9	12	7
	13	12	13	7
	14	10	14	20
	15	10	15	9
	16	15	16	8.5
	17	15	17	10
	18	17	18	7
	19	14	19	12
	20	14	20	19.5
	21	16	21	10
	22	20	22	10.5
	23	22	23	10
	24	23	24	9.5
	25	20	25	20
	26	25	26	20
	27	26	27	12
	28	27	28	10
	29	27	29	10
	30	26	30	18
	31	30	31	18
	32	31	32	18
	33	32	33	18
	34	33	34	19
	35	34	35	16
	36	35	36	14
	37	35	37	14
	38	1	38	35
	39	38	39	13.5
	40	39	40	13
	41	40	41	13
	42	41	42	10.5
	43	38	43	35
	44	43	44	11.5
	45	44	45	10.5
	46	44	46	9
	47	45	47	10.5
	48	47	48	9
	49	47	49	10.5
	50	43	50	45
	51	50	51	21
	52	51	52	21
	53	52	53	21
	54	53	54	20
	55	54	55	10
	56	55	56	10
	57	56	57	7
	58	54	58	16.5
	59	58	59	17
	60	59	60	17
	61	60	61	17
	62	61	62	18
	63	62	63	12.5
	64	63	64	13
	65	64	65	15
	66	65	66	15
	67	62	67	14
	68	67	68	13
	69	68	69	15
	70	69	70	12.5
	71	67	71	11.5
	72	61	72	11
	73	72	73	12.5
	74	72	74	8.5
	75	53	75	15
	76	75	76	14.5
	77	76	77	14.5
	78	77	78	15
	79	78	79	19
	80	79	80	17
	81	80	81	18
	82	81	82	11
	83	81	83	17
	84	50	84	45
	85	84	85	17
	86	85	86	11
	87	86	87	11
	88	85	88	15
	89	88	89	17
	90	89	90	12
	91	90	91	12
	92	89	92	16
	93	92	93	9
	94	92	94	15
	95	94	95	18
	96	95	96	15
	97	96	97	12
	98	88	98	12
	99	98	99	8.5
	100	98	100	12.5
	101	100	101	7
	102	100	102	13
	103	102	103	13.5
	104	103	104	13.5
	105	104	105	11
	106	105	106	15
	107	84	107	41
	108	107	108	38
	109	108	109	14.5
	110	109	110	8.5
	111	109	111	14
	112	111	112	14
	113	112	113	13
	114	113	114	12
	115	114	115	11
	116	108	116	38
	117	116	117	26
	118	117	118	24
	119	118	119	22
	120	119	120	21
	121	119	121	18
	122	121	122	18
	123	122	123	18
	124	123	124	9
	125	123	125	17.5
	126	125	126	11
	127	126	127	8
	128	127	128	10
	129	125	129	13
	130	129	130	14
	131	130	131	12
	132	130	132	11
	133	120	133	10.5
	134	133	134	12
	135	120	135	21
	136	135	136	20
	137	136	137	9
	138	136	138	20
	139	138	139	19
	140	139	140	17
	141	139	141	11
	142	141	142	9
	143	141	143	11
	144	143	144	10
	145	144	145	10
	146	145	146	9.5
	147	140	147	15
	148	147	148	13
	149	148	149	12
	150	140	150	15
	151	150	151	11
	152	150	152	11
	153	116	153	32
	154	153	154	12
	155	154	155	8
	156	154	156	11
	157	156	157	10
	158	157	158	10
	159	158	159	10
	160	153	160	27
	161	160	161	10
	162	161	162	10
	163	162	163	10
	164	163	164	10
	165	164	165	10
	166	160	166	24
	167	166	167	24
	168	167	168	22.5
	169	167	169	12.5
	170	169	170	13
	171	170	171	13
	172	171	172	10
	173	168	173	9
	174	173	174	9
	175	168	175	24
	176	175	176	23
	177	175	177	10
	178	176	178	21
	179	178	179	21
	180	179	180	11
	181	180	181	12
	182	181	182	10
	183	179	183	23
	184	183	184	17
	185	184	185	18
	186	184	186	11
	187	183	187	19
	188	187	188	19
	189	192	189	17
	190	189	190	16
	191	190	191	13
	192	188	192	17
	193	998	193	25
	194	193	194	7
	195	193	195	25
	196	195	196	18
	197	196	197	12
	198	196	198	18
	199	195	199	21
	200	199	200	10.5
	201	199	201	22
	202	201	202	13
	203	202	203	13
	204	203	204	13
	205	204	205	11
	206	205	206	10
	207	204	207	11
	208	207	208	9
	209	207	209	11
	210	209	210	11
	211	201	211	20
	212	211	212	23
	213	212	213	8
	214	213	214	8
	215	212	215	20
	216	215	216	20
	217	216	217	10
	218	216	218	21
	219	217	219	10
	220	219	220	10
	221	220	221	9
	222	220	222	10
	223	222	223	9
	224	222	224	11
	225	218	225	10
	226	225	226	8
	227	226	227	8
	228	225	228	10
	229	228	229	10
	230	229	230	7
	231	230	231	7
	232	218	232	21
	233	232	233	21
	234	233	234	9.5
	235	234	235	9.5
	236	233	236	21
	237	198	237	18.5
	238	237	238	20
	239	238	239	21
	240	239	240	21
	241	997	241	12.5
	242	241	242	12
	243	242	243	12
	244	242	244	13
	245	244	245	13
	246	245	246	13
	247	246	247	11
	248	996	248	14
	249	248	249	13.5
	250	249	250	12
	251	250	251	13
	252	248	252	12
	253	252	253	9
	254	995	254	15
	255	254	255	13
	256	255	256	11
	257	994	257	11.5
	258	993	258	12
	260	991	260	10
	261	260	261	10
	262	952	262	16
	263	262	263	16
	264	263	264	7
	265	263	265	16
	266	265	266	9
	267	266	267	10
	268	267	268	10
	269	268	269	10.5
	270	269	270	10.5
	271	265	271	16
	272	271	272	10
	273	952	273	16
	274	273	274	15
	275	274	275	15.5
	276	275	276	16
	277	276	277	13.5
	278	277	278	11
	279	277	279	13
	280	276	280	9.5
	281	280	281	9.5
	282	281	282	9.5
	283	272	283	10
	284	990	284	14
	285	989	285	11.5
	286	285	286	10
	287	285	287	9
	288	286	288	11
	289	284	289	12.5
	290	289	290	12.5
	291	290	291	13
	292	291	292	15
	293	289	293	13
	294	293	294	10
	295	284	295	13
	296	988	296	14
	297	296	297	10
	298	296	298	16
	299	298	299	16
	300	299	300	16
	301	299	301	10
	302	301	302	10
	303	302	303	9.5
	304	2	987	6.5
	305	3	621	7
	306	5	986	9.5
	307	5	906	7.5
	308	7	906	8.5
	309	7	905	12
	310	11	622	6
	311	11	622	10
	312	12	628	6
	313	13	627	7
	314	13	623	7
	315	17	629	8
	316	18	639	7
	317	18	639	7.5
	318	16	640	7
	319	21	641	10
	320	21	636	9
	321	22	643	6
	322	23	642	7
	323	19	904	11.5
	324	19	909	8
	325	25	909	6.5
	326	24	644	10.5
	327	24	900	10
	328	28	900	12
	329	28	897	10
	330	29	897	17
	331	29	887	9.5
	332	30	910	11
	333	31	888	11
	334	32	910	7
	335	33	888	15
	336	34	911	12
	337	39	624	7
	338	40	626	7
	339	42	626	12
	340	42	633	9.5
	341	41	635	7
	342	46	668	10
	343	46	669	7
	344	45	650	13.5
	345	48	650	9
	346	48	658	10
	347	49	669	15
	348	49	667	9
	349	51	664	9
	350	52	699	10
	351	55	635	7
	352	56	634	7
	353	57	703	7.5
	354	57	703	7
	355	58	701	7
	356	59	701	7.5
	357	60	704	10
	358	63	704	8.5
	359	64	632	7
	360	66	637	15
	361	66	637	9.5
	362	65	646	10
	363	68	646	10.5
	364	69	645	12
	365	70	899	13
	366	70	901	7.5
	367	71	902	10
	368	71	902	11
	369	73	893	12
	370	73	896	11
	371	74	895	13
	372	74	716	15
	373	79	716	9
	374	80	720	8.5
	375	83	719	8.5
	376	83	713	18
